:Mots:Transcription Phonétique:Genre Grammatical:Paires Minimales
1:('aède', 'alde'):('aɛd', 'ald'):('Nom', 'Nom'):('ɛ', 'l')
270:('abolir', 'amollir'):('abɔliʁ', 'amɔliʁ'):('Verbe infinitif', 'Verbe infinitif'):('b', 'm')
271:('abolir', 'assolir'):('abɔliʁ', 'asɔliʁ'):('Verbe infinitif', 'Verbe infinitif'):('b', 's')
272:('abolitionnisme', 'abolitionniste'):('abɔlisjɔnism', 'abɔlisjɔnist'):('Nom', 'Nom'):('m', 't')
273:('abondamment', 'abondement'):('abɔ̃damɑ̃', 'abɔ̃dəmɑ̃'):('Adverbe', 'Nom'):('a', 'ə')
274:('abonder', 'aboner'):('abɔ̃de', 'abɔne'):('Verbe infinitif', 'Verbe infinitif'):('ɔ̃', 'ɔ')
275:('abonder', 'abonné'):('abɔ̃de', 'abɔne'):('Verbe infinitif', 'Nom'):('ɔ̃', 'ɔ')
276:('abonder', 'aboter'):('abɔ̃de', 'abɔte'):('Verbe infinitif', 'Verbe infinitif'):('ɔ̃', 'ɔ')
277:('abonder', 'bordé'):('abɔ̃de', 'bɔʁde'):('Verbe infinitif', 'Nom'):('ɔ̃', 'ʁ')
278:('abonder', 'border'):('abɔ̃de', 'bɔʁde'):('Verbe infinitif', 'Verbe infinitif'):('ɔ̃', 'ʁ')
279:('aboner', 'aboter'):('abɔne', 'abɔte'):('Verbe infinitif', 'Verbe infinitif'):('n', 't')
280:('aboner', 'adonner'):('abɔne', 'adɔne'):('Verbe infinitif', 'Verbe infinitif'):('b', 'd')
281:('aboner', 'assoner'):('abɔne', 'asɔne'):('Verbe infinitif', 'Verbe infinitif'):('b', 's')
282:('abonné', 'aboter'):('abɔne', 'abɔte'):('Nom', 'Verbe infinitif'):('n', 't')
283:('abonné', 'adonner'):('abɔne', 'adɔne'):('Nom', 'Verbe infinitif'):('b', 'd')
284:('abonné', 'assoner'):('abɔne', 'asɔne'):('Nom', 'Verbe infinitif'):('b', 's')
285:('abordage', 'accordage'):('abɔʁdaʒ', 'akɔʁdaʒ'):('Nom', 'Nom'):('b', 'k')
286:('aborder', 'accordé'):('abɔʁde', 'akɔʁde'):('Verbe infinitif', 'Nom'):('b', 'k')
287:('aborder', 'accorder'):('abɔʁde', 'akɔʁde'):('Verbe infinitif', 'Verbe infinitif'):('b', 'k')
288:('abordeur', 'accordeur'):('abɔʁdœʁ', 'akɔʁdœʁ'):('Nom', 'Nom'):('b', 'k')
289:('abord', 'abron'):('abɔʁ', 'abʁɔ̃'):('Nom', 'Nom'):('ʁ', 'ɔ̃')
290:('abord', 'accord'):('abɔʁ', 'akɔʁ'):('Nom', 'Nom'):('b', 'k')
291:('abord', 'accore'):('abɔʁ', 'akɔʁ'):('Nom', 'Nom'):('b', 'k')
292:('abord', 'acore'):('abɔʁ', 'akɔʁ'):('Nom', 'Nom'):('b', 'k')
293:('abord', 'alors'):('abɔʁ', 'alɔʁ'):('Nom', 'Adverbe'):('b', 'l')
294:('abord', 'apport'):('abɔʁ', 'apɔʁ'):('Nom', 'Nom'):('b', 'p')
295:('aboter', 'abouter'):('abɔte', 'abute'):('Verbe infinitif', 'Verbe infinitif'):('ɔ', 'u')
296:('aboter', 'abuter'):('abɔte', 'abyte'):('Verbe infinitif', 'Verbe infinitif'):('ɔ', 'y')
297:('aboter', 'accoter'):('abɔte', 'akɔte'):('Verbe infinitif', 'Verbe infinitif'):('b', 'k')
298:('aboter', 'accotter'):('abɔte', 'akɔte'):('Verbe infinitif', 'Verbe infinitif'):('b', 'k')
299:('aboter', 'alloter'):('abɔte', 'alɔte'):('Verbe infinitif', 'Verbe infinitif'):('b', 'l')
300:('aboter', 'annoter'):('abɔte', 'anɔte'):('Verbe infinitif', 'Verbe infinitif'):('b', 'n')
301:('aboter', 'aponter'):('abɔte', 'apɔ̃te'):('Verbe infinitif', 'Verbe infinitif'):('ɔ', 'ɔ̃')
302:('aboter', 'apponter'):('abɔte', 'apɔ̃te'):('Verbe infinitif', 'Verbe infinitif'):('ɔ', 'ɔ̃')
303:('aboter', 'assoter'):('abɔte', 'asɔte'):('Verbe infinitif', 'Verbe infinitif'):('b', 's')
304:('aboter', 'azoter'):('abɔte', 'azɔte'):('Verbe infinitif', 'Verbe infinitif'):('b', 'z')
305:('aboter', 'habiter'):('abɔte', 'abite'):('Verbe infinitif', 'Verbe infinitif'):('ɔ', 'i')
306:('abot', 'about'):('abo', 'abu'):('Nom', 'Nom'):('o', 'u')
307:('abot', 'abus'):('abo', 'aby'):('Nom', 'Nom'):('o', 'y')
308:('abot', 'accot'):('abo', 'ako'):('Nom', 'Nom'):('b', 'k')
309:('abot', 'ado'):('abo', 'ado'):('Nom', 'Nom'):('b', 'd')
310:('abot', 'agneau'):('abo', 'aɲo'):('Nom', 'Nom'):('b', 'ɲ')
311:('abot', 'anneau'):('abo', 'ano'):('Nom', 'Nom'):('b', 'n')
312:('abot', 'appeau'):('abo', 'apo'):('Nom', 'Nom'):('b', 'p')
313:('abot', 'areau'):('abo', 'aʁo'):('Nom', 'Nom'):('b', 'ʁ')
314:('abot', 'assaut'):('abo', 'aso'):('Nom', 'Nom'):('b', 's')
315:('abot', 'habit'):('abo', 'abi'):('Nom', 'Nom'):('o', 'i')
316:('abot', 'halo'):('abo', 'alo'):('Nom', 'Nom'):('b', 'l')
317:('abot', 'halot'):('abo', 'alo'):('Nom', 'Nom'):('b', 'l')
318:('abot', 'hameau'):('abo', 'amo'):('Nom', 'Nom'):('b', 'm')
319:('abot', 'happeau'):('abo', 'apo'):('Nom', 'Nom'):('b', 'p')
320:('abot', 'umbo'):('abo', 'œ̃bo'):('Nom', 'Nom'):('a', 'œ̃')
321:('abouchement', 'aboutement'):('abuʃmɑ̃', 'abutmɑ̃'):('Nom', 'Nom'):('ʃ', 't')
322:('abouchement', 'accouchement'):('abuʃmɑ̃', 'akuʃmɑ̃'):('Nom', 'Nom'):('b', 'k')
323:('abouchement', 'attouchement'):('abuʃmɑ̃', 'atuʃmɑ̃'):('Nom', 'Nom'):('b', 't')
324:('aboucher', 'abouser'):('abuʃe', 'abuze'):('Verbe infinitif', 'Verbe infinitif'):('ʃ', 'z')
325:('aboucher', 'abouter'):('abuʃe', 'abute'):('Verbe infinitif', 'Verbe infinitif'):('ʃ', 't')
326:('aboucher', 'accoucher'):('abuʃe', 'akuʃe'):('Verbe infinitif', 'Verbe infinitif'):('b', 'k')
327:('aboucher', 'emboucher'):('abuʃe', 'ɑ̃buʃe'):('Verbe infinitif', 'Verbe infinitif'):('a', 'ɑ̃')
328:('éboulement', 'écoulement'):('ebulmɑ̃', 'ekulmɑ̃'):('Nom', 'Nom'):('b', 'k')
329:('ébouler', 'éboulis'):('ebule', 'ebuli'):('Verbe infinitif', 'Nom'):('e', 'i')
330:('ébouler', 'ébourrer'):('ebule', 'ebuʁe'):('Verbe infinitif', 'Verbe infinitif'):('l', 'ʁ')
331:('ébouler', 'ébouser'):('ebule', 'ebuze'):('Verbe infinitif', 'Verbe infinitif'):('l', 'z')
332:('ébouler', 'ébouter'):('ebule', 'ebute'):('Verbe infinitif', 'Verbe infinitif'):('l', 't')
333:('ébouler', 'écouler'):('ebule', 'ekule'):('Verbe infinitif', 'Verbe infinitif'):('b', 'k')
334:('ébouler', 'émouler'):('ebule', 'emule'):('Verbe infinitif', 'Verbe infinitif'):('b', 'm')
335:('ébouler', 'embouler'):('ebule', 'ɑ̃bule'):('Verbe infinitif', 'Verbe infinitif'):('e', 'ɑ̃')
336:('ébourrer', 'ébouser'):('ebuʁe', 'ebuze'):('Verbe infinitif', 'Verbe infinitif'):('ʁ', 'z')
337:('ébourrer', 'ébouter'):('ebuʁe', 'ebute'):('Verbe infinitif', 'Verbe infinitif'):('ʁ', 't')
338:('ébourrer', 'embourrer'):('ebuʁe', 'ɑ̃buʁe'):('Verbe infinitif', 'Verbe infinitif'):('e', 'ɑ̃')
339:('abouser', 'ébouser'):('abuze', 'ebuze'):('Verbe infinitif', 'Verbe infinitif'):('a', 'e')
340:('abouser', 'abouter'):('abuze', 'abute'):('Verbe infinitif', 'Verbe infinitif'):('z', 't')
341:('abouser', 'abuser'):('abuze', 'abyze'):('Verbe infinitif', 'Verbe infinitif'):('u', 'y')
342:('abouser', 'embouser'):('abuze', 'ɑ̃buze'):('Verbe infinitif', 'Verbe infinitif'):('a', 'ɑ̃')
343:('ébouser', 'ébouter'):('ebuze', 'ebute'):('Verbe infinitif', 'Verbe infinitif'):('z', 't')
344:('ébouser', 'épouser'):('ebuze', 'epuze'):('Verbe infinitif', 'Verbe infinitif'):('b', 'p')
345:('ébouser', 'embouser'):('ebuze', 'ɑ̃buze'):('Verbe infinitif', 'Verbe infinitif'):('e', 'ɑ̃')
346:('aboutage', 'ajoutage'):('abutaʒ', 'aʒutaʒ'):('Nom', 'Nom'):('b', 'ʒ')
347:('abouter', 'ébouter'):('abute', 'ebute'):('Verbe infinitif', 'Verbe infinitif'):('a', 'e')
348:('abouter', 'abuter'):('abute', 'abyte'):('Verbe infinitif', 'Verbe infinitif'):('u', 'y')
349:('abouter', 'ajouter'):('abute', 'aʒute'):('Verbe infinitif', 'Verbe infinitif'):('b', 'ʒ')
350:('abouter', 'embouter'):('abute', 'ɑ̃bute'):('Verbe infinitif', 'Verbe infinitif'):('a', 'ɑ̃')
351:('abouter', 'habiter'):('abute', 'abite'):('Verbe infinitif', 'Verbe infinitif'):('u', 'i')
352:('ébouter', 'écouter'):('ebute', 'ekute'):('Verbe infinitif', 'Verbe infinitif'):('b', 'k')
353:('ébouter', 'égoutter'):('ebute', 'egute'):('Verbe infinitif', 'Verbe infinitif'):('b', 'g')
354:('ébouter', 'embouter'):('ebute', 'ɑ̃bute'):('Verbe infinitif', 'Verbe infinitif'):('e', 'ɑ̃')
355:('ébouter', 'hébéter'):('ebute', 'ebete'):('Verbe infinitif', 'Verbe infinitif'):('u', 'e')
356:('aboutir', 'emboutir'):('abutiʁ', 'ɑ̃butiʁ'):('Verbe infinitif', 'Verbe infinitif'):('a', 'ɑ̃')
357:('about', 'abus'):('abu', 'aby'):('Nom', 'Nom'):('u', 'y')
358:('about', 'adoux'):('abu', 'adu'):('Nom', 'Nom'):('b', 'd')
359:('about', 'ajout'):('abu', 'aʒu'):('Nom', 'Nom'):('b', 'ʒ')
360:('about', 'atout'):('abu', 'atu'):('Nom', 'Nom'):('b', 't')
361:('about', 'embout'):('abu', 'ɑ̃bu'):('Nom', 'Nom'):('a', 'ɑ̃')
362:('about', 'habit'):('abu', 'abi'):('Nom', 'Nom'):('u', 'i')
363:('about', 'hibou'):('abu', 'ibu'):('Nom', 'Nom'):('a', 'i')
364:('aboyer', 'aloyer'):('abwaje', 'alwaje'):('Verbe infinitif', 'Verbe infinitif'):('b', 'l')
365:('aboyer', 'avoyer'):('abwaje', 'avwaje'):('Verbe infinitif', 'Nom'):('b', 'v')
366:('aboyer', 'avoyer'):('abwaje', 'avwaje'):('Verbe infinitif', 'Verbe infinitif'):('b', 'v')
367:('abracadabra', 'abracadabrer'):('abʁakadabʁa', 'abʁakadabʁe'):('Nom', 'Verbe infinitif'):('a', 'e')
368:('ébrécher', 'ébrancher'):('ebʁeʃe', 'ebʁɑ̃ʃe'):('Verbe infinitif', 'Verbe infinitif'):('e', 'ɑ̃')
369:('abrégé', 'abroger'):('abʁeʒe', 'abʁɔʒe'):('Nom', 'Verbe infinitif'):('e', 'ɔ')
370:('abrégé', 'aggréger'):('abʁeʒe', 'agʁeʒe'):('Nom', 'Verbe infinitif'):('b', 'g')
371:('abrégé', 'agréger'):('abʁeʒe', 'agʁeʒe'):('Nom', 'Verbe infinitif'):('b', 'g')
372:('abréger', 'abroger'):('abʁeʒe', 'abʁɔʒe'):('Verbe infinitif', 'Verbe infinitif'):('e', 'ɔ')
373:('abréger', 'aggréger'):('abʁeʒe', 'agʁeʒe'):('Verbe infinitif', 'Verbe infinitif'):('b', 'g')
374:('abréger', 'agréger'):('abʁeʒe', 'agʁeʒe'):('Verbe infinitif', 'Verbe infinitif'):('b', 'g')
375:('ébranchement', 'ébranlement'):('ebʁɑ̃ʃmɑ̃', 'ebʁɑ̃lmɑ̃'):('Nom', 'Nom'):('ʃ', 'l')
376:('ébrancher', 'ébranler'):('ebʁɑ̃ʃe', 'ebʁɑ̃le'):('Verbe infinitif', 'Verbe infinitif'):('ʃ', 'l')
377:('ébraser', 'écraser'):('ebʁaze', 'ekʁaze'):('Verbe infinitif', 'Verbe infinitif'):('b', 'k')
378:('ébraser', 'embraser'):('ebʁaze', 'ɑ̃bʁaze'):('Verbe infinitif', 'Verbe infinitif'):('e', 'ɑ̃')
379:('abras', 'abri'):('abʁɑ', 'abʁi'):('Nom', 'Nom'):('ɑ', 'i')
380:('abras', 'abron'):('abʁɑ', 'abʁɔ̃'):('Nom', 'Nom'):('ɑ', 'ɔ̃')
381:('abrasser', 'embrasser'):('abʁase', 'ɑ̃bʁase'):('Verbe infinitif', 'Verbe infinitif'):('a', 'ɑ̃')
382:('abreuver', 'abriver'):('abʁœve', 'abʁive'):('Verbe infinitif', 'Verbe infinitif'):('œ', 'i')
383:('abricoté', 'abricoter'):('abʁikote', 'abʁikɔte'):('Nom', 'Verbe infinitif'):('o', 'ɔ')
384:('abrier', 'abriter'):('abʁije', 'abʁite'):('Verbe infinitif', 'Verbe infinitif'):('j', 't')
385:('abrier', 'abriver'):('abʁije', 'abʁive'):('Verbe infinitif', 'Verbe infinitif'):('j', 'v')
386:('abrier', 'agrier'):('abʁije', 'agʁije'):('Verbe infinitif', 'Nom'):('b', 'g')
387:('abriller', 'abriter'):('abʁije', 'abʁite'):('Verbe infinitif', 'Verbe infinitif'):('j', 't')
388:('abriller', 'abriver'):('abʁije', 'abʁive'):('Verbe infinitif', 'Verbe infinitif'):('j', 'v')
389:('abriller', 'agrier'):('abʁije', 'agʁije'):('Verbe infinitif', 'Nom'):('b', 'g')
390:('abri', 'abron'):('abʁi', 'abʁɔ̃'):('Nom', 'Nom'):('i', 'ɔ̃')
391:('abri', 'ahuri'):('abʁi', 'ayʁi'):('Nom', 'Nom'):('b', 'y')
392:('abri', 'haori'):('abʁi', 'aɔʁi'):('Nom', 'Nom'):('b', 'ɔ')
393:('abriter', 'abriver'):('abʁite', 'abʁive'):('Verbe infinitif', 'Verbe infinitif'):('t', 'v')
394:('abrivent', 'abriver'):('abʁivɑ̃', 'abʁive'):('Nom', 'Verbe infinitif'):('ɑ̃', 'e')
395:('abron', 'acron'):('abʁɔ̃', 'akʁɔ̃'):('Nom', 'Nom'):('b', 'k')
396:('abron', 'affront'):('abʁɔ̃', 'afʁɔ̃'):('Nom', 'Nom'):('b', 'f')
397:('abron', 'apron'):('abʁɔ̃', 'apʁɔ̃'):('Nom', 'Nom'):('b', 'p')
398:('abron', 'arole'):('abʁɔ̃', 'aʁɔl'):('Nom', 'Nom'):('ɔ̃', 'l')
399:('abron', 'arolle'):('abʁɔ̃', 'aʁɔl'):('Nom', 'Nom'):('ɔ̃', 'l')
400:('abron', 'arum'):('abʁɔ̃', 'aʁɔm'):('Nom', 'Nom'):('ɔ̃', 'm')
401:('abron', 'hadron'):('abʁɔ̃', 'adʁɔ̃'):('Nom', 'Nom'):('b', 'd')
402:('ébrouer', 'écrouer'):('ebʁue', 'ekʁue'):('Verbe infinitif', 'Verbe infinitif'):('b', 'k')
403:('abroutissement', 'abrutissement'):('abʁutismɑ̃', 'abʁytismɑ̃'):('Nom', 'Nom'):('u', 'y')
404:('absent', 'accent'):('apsɑ̃', 'aksɑ̃'):('Nom', 'Nom'):('p', 'k')
405:('absent', 'appelant'):('apsɑ̃', 'aplɑ̃'):('Nom', 'Nom'):('s', 'l')
406:('absorbant', 'absorber'):('apsɔʁbɑ̃', 'apsɔʁbe'):('Nom', 'Verbe infinitif'):('ɑ̃', 'e')
407:('absorber', 'adsorber'):('apsɔʁbe', 'adsɔʁbe'):('Verbe infinitif', 'Verbe infinitif'):('p', 'd')
408:('abuser', 'abuter'):('abyze', 'abyte'):('Verbe infinitif', 'Verbe infinitif'):('z', 't')
409:('abuser', 'accuser'):('abyze', 'akyze'):('Verbe infinitif', 'Verbe infinitif'):('b', 'k')
410:('abuser', 'amuser'):('abyze', 'amyze'):('Verbe infinitif', 'Verbe infinitif'):('b', 'm')
411:('abuseur', 'amuseur'):('abyzœʁ', 'amyzœʁ'):('Nom', 'Nom'):('b', 'm')
412:('abusivement', 'allusivement'):('abyzivmɑ̃', 'alyzivmɑ̃'):('Adverbe', 'Adverbe'):('b', 'l')
413:('abus', 'accu'):('aby', 'aky'):('Nom', 'Nom'):('b', 'k')
414:('abus', 'affût'):('aby', 'afy'):('Nom', 'Nom'):('b', 'f')
415:('abus', 'affut'):('aby', 'afy'):('Nom', 'Nom'):('b', 'f')
416:('abus', 'ajut'):('aby', 'aʒy'):('Nom', 'Nom'):('b', 'ʒ')
417:('abus', 'embu'):('aby', 'ɑ̃by'):('Nom', 'Nom'):('a', 'ɑ̃')
418:('abus', 'habit'):('aby', 'abi'):('Nom', 'Nom'):('y', 'i')
419:('abus', 'obus'):('aby', 'ɔby'):('Nom', 'Nom'):('a', 'ɔ')
420:('abuter', 'affûter'):('abyte', 'afyte'):('Verbe infinitif', 'Verbe infinitif'):('b', 'f')
421:('abuter', 'affuter'):('abyte', 'afyte'):('Verbe infinitif', 'Verbe infinitif'):('b', 'f')
422:('abuter', 'habiter'):('abyte', 'abite'):('Verbe infinitif', 'Verbe infinitif'):('y', 'i')
423:('abysse', 'ibis'):('abis', 'ibis'):('Nom', 'Nom'):('a', 'i')
424:('écacher', 'écaler'):('ekaʃe', 'ekale'):('Verbe infinitif', 'Verbe infinitif'):('ʃ', 'l')
425:('écacher', 'évacher'):('ekaʃe', 'evaʃe'):('Verbe infinitif', 'Verbe infinitif'):('k', 'v')
426:('académisme', 'académiste'):('akademism', 'akademist'):('Nom', 'Nom'):('m', 't')
427:('acadien', 'acarien'):('akadjɛ̃', 'akaʁjɛ̃'):('Nom', 'Nom'):('d', 'ʁ')
428:('écaler', 'écoler'):('ekale', 'ekɔle'):('Verbe infinitif', 'Verbe infinitif'):('a', 'ɔ')
429:('écaler', 'écouler'):('ekale', 'ekule'):('Verbe infinitif', 'Verbe infinitif'):('a', 'u')
430:('écaler', 'éculer'):('ekale', 'ekyle'):('Verbe infinitif', 'Verbe infinitif'):('a', 'y')
431:('écaler', 'égaler'):('ekale', 'egale'):('Verbe infinitif', 'Verbe infinitif'):('k', 'g')
432:('écaler', 'épaler'):('ekale', 'epale'):('Verbe infinitif', 'Verbe infinitif'):('k', 'p')
433:('écaler', 'étaler'):('ekale', 'etale'):('Verbe infinitif', 'Verbe infinitif'):('k', 't')
434:('acane', 'acare'):('akan', 'akaʁ'):('Nom', 'Nom'):('n', 'ʁ')
435:('acane', 'achène'):('akan', 'akɛn'):('Nom', 'Nom'):('a', 'ɛ')
436:('acane', 'akène'):('akan', 'akɛn'):('Nom', 'Nom'):('a', 'ɛ')
437:('acane', 'havane'):('akan', 'avan'):('Nom', 'Nom'):('k', 'v')
438:('acane', 'scan'):('akan', 'skan'):('Nom', 'Nom'):('a', 's')
439:('écang', 'échant'):('ekɑ̃', 'eʃɑ̃'):('Nom', 'Nom'):('k', 'ʃ')
440:('écang', 'écho'):('ekɑ̃', 'eko'):('Nom', 'Nom'):('ɑ̃', 'o')
441:('écang', 'écot'):('ekɑ̃', 'eko'):('Nom', 'Nom'):('ɑ̃', 'o')
442:('écang', 'écu'):('ekɑ̃', 'eky'):('Nom', 'Nom'):('ɑ̃', 'y')
443:('écang', 'akan'):('ekɑ̃', 'akɑ̃'):('Nom', 'Nom'):('e', 'a')
444:('écang', 'éland'):('ekɑ̃', 'elɑ̃'):('Nom', 'Nom'):('k', 'l')
445:('écang', 'élan'):('ekɑ̃', 'elɑ̃'):('Nom', 'Nom'):('k', 'l')
446:('écang', 'équin'):('ekɑ̃', 'ekɛ̃'):('Nom', 'Nom'):('ɑ̃', 'ɛ̃')
447:('écang', 'étang'):('ekɑ̃', 'etɑ̃'):('Nom', 'Nom'):('k', 't')
448:('écang', 'étant'):('ekɑ̃', 'etɑ̃'):('Nom', 'Nom'):('k', 't')
449:('écang', 'évent'):('ekɑ̃', 'evɑ̃'):('Nom', 'Nom'):('k', 'v')
450:('écang', 'héquet'):('ekɑ̃', 'eke'):('Nom', 'Nom'):('ɑ̃', 'e')
451:('acéphale', 'acéphate'):('asefal', 'asefat'):('Nom', 'Nom'):('l', 't')
452:('acéphale', 'encéphale'):('asefal', 'ɑ̃sefal'):('Nom', 'Nom'):('a', 'ɑ̃')
453:('acéphate', 'acétate'):('asefat', 'asetat'):('Nom', 'Nom'):('f', 't')
454:('acare', 'écart'):('akaʁ', 'ekaʁ'):('Nom', 'Nom'):('a', 'e')
455:('acare', 'accord'):('akaʁ', 'akɔʁ'):('Nom', 'Nom'):('a', 'ɔ')
456:('acare', 'accore'):('akaʁ', 'akɔʁ'):('Nom', 'Nom'):('a', 'ɔ')
457:('acare', 'achard'):('akaʁ', 'aʃaʁ'):('Nom', 'Nom'):('k', 'ʃ')
458:('acare', 'acore'):('akaʁ', 'akɔʁ'):('Nom', 'Nom'):('a', 'ɔ')
459:('acare', 'anar'):('akaʁ', 'anaʁ'):('Nom', 'Nom'):('k', 'n')
460:('acare', 'avare'):('akaʁ', 'avaʁ'):('Nom', 'Nom'):('k', 'v')
461:('acare', 'encart'):('akaʁ', 'ɑ̃kaʁ'):('Nom', 'Nom'):('a', 'ɑ̃')
462:('acare', 'hacker'):('akaʁ', 'akœʁ'):('Nom', 'Nom'):('a', 'œ')
463:('acare', 'hasard'):('akaʁ', 'azaʁ'):('Nom', 'Nom'):('k', 'z')
464:('acare', 'hazard'):('akaʁ', 'azaʁ'):('Nom', 'Nom'):('k', 'z')
465:('acare', 'scare'):('akaʁ', 'skaʁ'):('Nom', 'Nom'):('a', 's')
466:('acérer', 'adhérer'):('aseʁe', 'adeʁe'):('Verbe infinitif', 'Verbe infinitif'):('s', 'd')
467:('acérer', 'afférer'):('aseʁe', 'afeʁe'):('Verbe infinitif', 'Verbe infinitif'):('s', 'f')
468:('acérer', 'assécher'):('aseʁe', 'aseʃe'):('Verbe infinitif', 'Verbe infinitif'):('ʁ', 'ʃ')
469:('acérer', 'asséner'):('aseʁe', 'asene'):('Verbe infinitif', 'Verbe infinitif'):('ʁ', 'n')
470:('acérer', 'assayer'):('aseʁe', 'aseje'):('Verbe infinitif', 'Verbe infinitif'):('ʁ', 'j')
471:('acérer', 'asseurer'):('aseʁe', 'asyʁe'):('Verbe infinitif', 'Verbe infinitif'):('e', 'y')
472:('acérer', 'assuré'):('aseʁe', 'asyʁe'):('Verbe infinitif', 'Nom'):('e', 'y')
473:('acérer', 'assurer'):('aseʁe', 'asyʁe'):('Verbe infinitif', 'Verbe infinitif'):('e', 'y')
474:('acérer', 'avérer'):('aseʁe', 'aveʁe'):('Verbe infinitif', 'Verbe infinitif'):('s', 'v')
475:('acérer', 'enserrer'):('aseʁe', 'ɑ̃seʁe'):('Verbe infinitif', 'Verbe infinitif'):('a', 'ɑ̃')
476:('acérer', 'incérer'):('aseʁe', 'ɛ̃seʁe'):('Verbe infinitif', 'Verbe infinitif'):('a', 'ɛ̃')
477:('acérer', 'insérer'):('aseʁe', 'ɛ̃seʁe'):('Verbe infinitif', 'Verbe infinitif'):('a', 'ɛ̃')
478:('acarien', 'accadien'):('akaʁjɛ̃', 'akadjɛ̃'):('Nom', 'Nom'):('ʁ', 'd')
479:('acarien', 'akkadien'):('akaʁjɛ̃', 'akadjɛ̃'):('Nom', 'Nom'):('ʁ', 'd')
480:('écarquiller', 'écartiller'):('ekaʁkije', 'ekaʁtije'):('Verbe infinitif', 'Verbe infinitif'):('k', 't')
481:('écarquiller', 'équartiller'):('ekaʁkije', 'ekaʁtije'):('Verbe infinitif', 'Verbe infinitif'):('k', 't')
482:('écarté', 'écourter'):('ekaʁte', 'ekuʁte'):('Nom', 'Verbe infinitif'):('a', 'u')
483:('écarté', 'encarter'):('ekaʁte', 'ɑ̃kaʁte'):('Nom', 'Verbe infinitif'):('e', 'ɑ̃')
484:('écarter', 'écourter'):('ekaʁte', 'ekuʁte'):('Verbe infinitif', 'Verbe infinitif'):('a', 'u')
485:('écarter', 'encarter'):('ekaʁte', 'ɑ̃kaʁte'):('Verbe infinitif', 'Verbe infinitif'):('e', 'ɑ̃')
486:('écart', 'écours'):('ekaʁ', 'ekuʁ'):('Nom', 'Nom'):('a', 'u')
487:('écart', 'égard'):('ekaʁ', 'egaʁ'):('Nom', 'Nom'):('k', 'g')
488:('écart', 'épar'):('ekaʁ', 'epaʁ'):('Nom', 'Nom'):('k', 'p')
489:('écart', 'encart'):('ekaʁ', 'ɑ̃kaʁ'):('Nom', 'Nom'):('e', 'ɑ̃')
490:('écart', 'scare'):('ekaʁ', 'skaʁ'):('Nom', 'Nom'):('e', 's')
491:('acaryote', 'eucaryote'):('akaʁjɔt', 'økaʁjɔt'):('Nom', 'Nom'):('a', 'ø')
492:('écatir', 'équarrir'):('ekatiʁ', 'ekaʁiʁ'):('Verbe infinitif', 'Verbe infinitif'):('t', 'ʁ')
493:('accablement', 'affablement'):('akabləmɑ̃', 'afabləmɑ̃'):('Nom', 'Adverbe'):('k', 'f')
494:('accabler', 'assembler'):('akɑble', 'asɑ̃ble'):('Verbe infinitif', 'Verbe infinitif'):('ɑ', 'ɑ̃')
495:('accéder', 'excéder'):('aksede', 'ɛksede'):('Verbe infinitif', 'Verbe infinitif'):('a', 'ɛ')
496:('accaparer', 'accomparer'):('akapaʁe', 'akɔ̃paʁe'):('Verbe infinitif', 'Verbe infinitif'):('a', 'ɔ̃')
497:('accès', 'accent'):('aksɛ', 'aksɑ̃'):('Nom', 'Nom'):('ɛ', 'ɑ̃')
498:('accès', 'achéen'):('aksɛ', 'akeɛ̃'):('Nom', 'Nom'):('ɛ', 'ɛ̃')
499:('accès', 'axer'):('aksɛ', 'akse'):('Nom', 'Verbe infinitif'):('ɛ', 'e')
500:('accès', 'excès'):('aksɛ', 'ɛksɛ'):('Nom', 'Nom'):('a', 'ɛ')
501:('accent', 'actant'):('aksɑ̃', 'aktɑ̃'):('Nom', 'Nom'):('s', 't')
502:('accent', 'axer'):('aksɑ̃', 'akse'):('Nom', 'Verbe infinitif'):('ɑ̃', 'e')
503:('accepter', 'excepter'):('aksɛpte', 'ɛksɛpte'):('Verbe infinitif', 'Verbe infinitif'):('a', 'ɛ')
504:('accident', 'occident'):('aksidɑ̃', 'ɔksidɑ̃'):('Nom', 'Nom'):('a', 'ɔ')
505:('accident', 'oxydant'):('aksidɑ̃', 'ɔksidɑ̃'):('Nom', 'Nom'):('a', 'ɔ')
506:('accointer', 'ajointer'):('akwɛ̃te', 'aʒwɛ̃te'):('Verbe infinitif', 'Verbe infinitif'):('k', 'ʒ')
507:('accointer', 'appointer'):('akwɛ̃te', 'apwɛ̃te'):('Verbe infinitif', 'Verbe infinitif'):('k', 'p')
508:('accolage', 'accorage'):('akɔlaʒ', 'akɔʁaʒ'):('Nom', 'Nom'):('l', 'ʁ')
509:('accolage', 'écolage'):('akɔlaʒ', 'ekɔlaʒ'):('Nom', 'Nom'):('a', 'e')
510:('accolage', 'aconage'):('akɔlaʒ', 'akɔnaʒ'):('Nom', 'Nom'):('l', 'n')
511:('accolage', 'affolage'):('akɔlaʒ', 'afɔlaʒ'):('Nom', 'Nom'):('k', 'f')
512:('accolage', 'encollage'):('akɔlaʒ', 'ɑ̃kɔlaʒ'):('Nom', 'Nom'):('a', 'ɑ̃')
513:('accoler', 'accorer'):('akɔle', 'akɔʁe'):('Verbe infinitif', 'Verbe infinitif'):('l', 'ʁ')
